   Time             I(C0)             I(L0)             I(R0)             V0              
 9.294000000E-003  1.145536250E+001  2.130380334E+001  9.848411065E+000  1.477261660E+002 
 9.295000000E-003  1.121035960E+001  2.108688688E+001  9.876497462E+000  1.481474619E+002 
 9.296000000E-003  1.096535285E+001  2.086935937E+001  9.903976659E+000  1.485596499E+002 
 9.297000000E-003  1.072035559E+001  2.065123415E+001  9.930848665E+000  1.489627300E+002 
 9.298000000E-003  1.047538113E+001  2.043252459E+001  9.957113518E+000  1.493567028E+002 
 9.299000000E-003  1.023044276E+001  2.021324403E+001  9.982771292E+000  1.497415694E+002 
 9.300000000E-003  9.985553726E+000  1.999340583E+001  1.000782209E+001  1.501173314E+002 
 9.301000000E-003  9.740727230E+000  1.977302334E+001  1.003226606E+001  1.504839909E+002 
 9.302000000E-003  9.495976449E+000  1.955210990E+001  1.005610336E+001  1.508415504E+002 
 9.303000000E-003  9.251314520E+000  1.933067885E+001  1.007933421E+001  1.511900131E+002 
 9.304000000E-003  9.006754543E+000  1.910874352E+001  1.010195883E+001  1.515293824E+002 
 9.305000000E-003  8.762309579E+000  1.888631726E+001  1.012397749E+001  1.518596624E+002 
 9.306000000E-003  8.517992650E+000  1.866341338E+001  1.014539051E+001  1.521808576E+002 
 9.307000000E-003  8.273816741E+000  1.844004519E+001  1.016619820E+001  1.524929730E+002 
 9.308000000E-003  8.029794796E+000  1.821622602E+001  1.018640094E+001  1.527960142E+002 
 9.309000000E-003  7.785939718E+000  1.799196916E+001  1.020599913E+001  1.530899869E+002 
 9.310000000E-003 -1.018479918E+001  1.817149000E+001  1.018476890E+001  1.527715336E+002 
 9.311000000E-003 -1.015960484E+001  1.839143105E+001  1.015957461E+001  1.523936191E+002 
 9.312000000E-003 -1.013445727E+001  1.861137210E+001  1.013442707E+001  1.520164060E+002 
 9.313000000E-003 -1.010937194E+001  1.883131315E+001  1.010934178E+001  1.516401267E+002 
 9.314000000E-003 -1.008434871E+001  1.905125420E+001  1.008431858E+001  1.512647787E+002 
 9.315000000E-003 -1.005938741E+001  1.927119524E+001  1.005935732E+001  1.508903598E+002 
 9.316000000E-003 -1.003448790E+001  1.949113627E+001  1.003445785E+001  1.505168677E+002 
 9.317000000E-003 -1.000965002E+001  1.971107730E+001  1.000962001E+001  1.501443001E+002 
 9.318000000E-003 -9.984873623E+000  1.993101833E+001  9.984843645E+000  1.497726547E+002 
 9.319000000E-003 -9.960158552E+000  2.015095936E+001  9.960128612E+000  1.494019292E+002 
 9.320000000E-003 -9.935504657E+000  2.037090038E+001  9.935474754E+000  1.490321213E+002 
 9.321000000E-003 -9.910911787E+000  2.059084140E+001  9.910881921E+000  1.486632288E+002 
 9.322000000E-003 -9.886379790E+000  2.081078242E+001  9.886349961E+000  1.482952494E+002 
 9.323000000E-003 -9.861908517E+000  2.103072343E+001  9.861878724E+000  1.479281809E+002 
 9.324000000E-003 -9.837497815E+000  2.125066443E+001  9.837468059E+000  1.475620209E+002 
 9.325000000E-003 -9.813147537E+000  2.147060544E+001  9.813117817E+000  1.471967673E+002 
 9.326000000E-003 -9.788857531E+000  2.169054644E+001  9.788827848E+000  1.468324177E+002 
 9.327000000E-003 -9.764627650E+000  2.191048744E+001  9.764598003E+000  1.464689700E+002 
 9.328000000E-003  1.203431285E+001  2.181407087E+001  9.779728349E+000  1.466959252E+002 
 9.329000000E-003  1.178936100E+001  2.159848858E+001  9.809097869E+000  1.471364680E+002 
 9.330000000E-003  1.154438587E+001  2.138242768E+001  9.838012053E+000  1.475701808E+002 
 9.331000000E-003  1.129938862E+001  2.116573751E+001  9.866319085E+000  1.479947863E+002 
 9.332000000E-003  1.105438266E+001  2.094843143E+001  9.894018925E+000  1.484102839E+002 
 9.333000000E-003  1.080938134E+001  2.073052280E+001  9.921111569E+000  1.488166735E+002 
 9.334000000E-003  1.056439800E+001  2.051202496E+001  9.947597046E+000  1.492139557E+002 
 9.335000000E-003  1.031944591E+001  2.029295129E+001  9.973475415E+000  1.496021312E+002 
 9.336000000E-003  1.007453835E+001  2.007331512E+001  9.998746771E+000  1.499812016E+002 
 9.337000000E-003  9.829688527E+000  1.985312980E+001  1.002341124E+001  1.503511686E+002 
 9.338000000E-003  9.584909635E+000  1.963240869E+001  1.004746898E+001  1.507120347E+002 
 9.339000000E-003  9.340214823E+000  1.941116512E+001  1.007092019E+001  1.510638029E+002 
 9.340000000E-003  9.095617205E+000  1.918941243E+001  1.009376509E+001  1.514064763E+002 
 9.341000000E-003  8.851129855E+000  1.896716396E+001  1.011600393E+001  1.517400590E+002 
 9.342000000E-003  8.606765810E+000  1.874443303E+001  1.013763701E+001  1.520645552E+002 
 9.343000000E-003  8.362538069E+000  1.852123296E+001  1.015866465E+001  1.523799697E+002 
 9.344000000E-003  8.118459590E+000  1.829757706E+001  1.017908720E+001  1.526863080E+002 
 9.345000000E-003  7.874543291E+000  1.807347864E+001  1.019890505E+001  1.529835757E+002 
 9.346000000E-003 -1.019388847E+001  1.809138846E+001  1.019385817E+001  1.529078726E+002 
 9.347000000E-003 -1.016867164E+001  1.831132952E+001  1.016864139E+001  1.525296209E+002 
 9.348000000E-003 -1.014350163E+001  1.853127057E+001  1.014347141E+001  1.521520712E+002 
 9.349000000E-003 -1.011839391E+001  1.875121162E+001  1.011836374E+001  1.517754560E+002 
 9.350000000E-003 -1.009334835E+001  1.897115266E+001  1.009331821E+001  1.513997731E+002 
 9.351000000E-003 -1.006836477E+001  1.919109370E+001  1.006833467E+001  1.510250201E+002 
 9.352000000E-003 -1.004344304E+001  1.941103474E+001  1.004341298E+001  1.506511946E+002 
 9.353000000E-003 -1.001858300E+001  1.963097578E+001  1.001855297E+001  1.502782945E+002 
 9.354000000E-003 -9.993784486E+000  1.985091681E+001  9.993754495E+000  1.499063174E+002 
 9.355000000E-003 -9.969047359E+000  2.007085783E+001  9.969017405E+000  1.495352611E+002 
 9.356000000E-003 -9.944371462E+000  2.029079886E+001  9.944341545E+000  1.491651232E+002 
 9.357000000E-003 -9.919756644E+000  2.051073988E+001  9.919726764E+000  1.487959015E+002 
 9.358000000E-003 -9.895202754E+000  2.073068089E+001  9.895172911E+000  1.484275937E+002 
 9.359000000E-003 -9.870709641E+000  2.095062191E+001  9.870679835E+000  1.480601975E+002 
 9.360000000E-003 -9.846277155E+000  2.117056291E+001  9.846247386E+000  1.476937108E+002 
 9.361000000E-003 -9.821905145E+000  2.139050392E+001  9.821875413E+000  1.473281312E+002 
 9.362000000E-003 -9.797593463E+000  2.161044492E+001  9.797563766E+000  1.469634565E+002 
 9.363000000E-003 -9.773341957E+000  2.183038592E+001  9.773312297E+000  1.465996845E+002 
 9.364000000E-003  1.212334607E+001  2.189223038E+001  9.768854656E+000  1.465328198E+002 
 9.365000000E-003  1.187840906E+001  2.167688362E+001  9.798444857E+000  1.469766729E+002 
 9.366000000E-003  1.163344510E+001  2.146105458E+001  9.827579744E+000  1.474136962E+002 
 9.367000000E-003  1.138845415E+001  2.124459143E+001  9.856107500E+000  1.478416125E+002 
 9.368000000E-003  1.114344962E+001  2.102750752E+001  9.884028075E+000  1.482604211E+002 
 9.369000000E-003  1.089844488E+001  2.080981620E+001  9.911341451E+000  1.486701218E+002 
 9.370000000E-003  1.065345327E+001  2.059153083E+001  9.938047645E+000  1.490707147E+002 
 9.371000000E-003  1.040848810E+001  2.037266475E+001  9.964146705E+000  1.494622006E+002 
 9.372000000E-003  1.016356263E+001  2.015323133E+001  9.989638713E+000  1.498445807E+002 
 9.373000000E-003  9.918690107E+000  1.993324391E+001  1.001452378E+001  1.502178568E+002 
 9.374000000E-003  9.673883720E+000  1.971271585E+001  1.003880207E+001  1.505820310E+002 
 9.375000000E-003  9.429156638E+000  1.949166047E+001  1.006247374E+001  1.509371061E+002 
 9.376000000E-003  9.184521987E+000  1.927009113E+001  1.008553902E+001  1.512830853E+002 
 9.377000000E-003  8.939992856E+000  1.904802116E+001  1.010799814E+001  1.516199722E+002 
 9.378000000E-003  8.695582296E+000  1.882546389E+001  1.012985140E+001  1.519477709E+002 
 9.379000000E-003  8.451303320E+000  1.860243263E+001  1.015109909E+001  1.522664863E+002 
 9.380000000E-003  8.207168900E+000  1.837894071E+001  1.017174155E+001  1.525761233E+002 
 9.381000000E-003  7.963191969E+000  1.815500143E+001  1.019177918E+001  1.528766877E+002 
 9.382000000E-003 -1.020310548E+001  1.801141253E+001  1.020307517E+001  1.530461276E+002 
 9.383000000E-003 -1.017786586E+001  1.823135359E+001  1.017783559E+001  1.526675339E+002 
 9.384000000E-003 -1.015267308E+001  1.845129464E+001  1.015264285E+001  1.522896428E+002 
 9.385000000E-003 -1.012754267E+001  1.867123569E+001  1.012751247E+001  1.519126871E+002 
 9.386000000E-003 -1.010247445E+001  1.889117674E+001  1.010244430E+001  1.515366645E+002 
 9.387000000E-003 -1.007746829E+001  1.911111778E+001  1.007743817E+001  1.511615726E+002 
 9.388000000E-003 -1.005252403E+001  1.933105882E+001  1.005249395E+001  1.507874092E+002 
 9.389000000E-003 -1.002764150E+001  1.955099985E+001  1.002761146E+001  1.504141719E+002 
 9.390000000E-003 -1.000282057E+001  1.977094088E+001  1.000279057E+001  1.500418585E+002 
 9.391000000E-003 -9.978061077E+000  1.999088191E+001  9.978031110E+000  1.496704666E+002 
 9.392000000E-003 -9.953362869E+000  2.021082294E+001  9.953332939E+000  1.492999941E+002 
 9.393000000E-003 -9.928725795E+000  2.043076396E+001  9.928695902E+000  1.489304385E+002 
 9.394000000E-003 -9.904149704E+000  2.065070498E+001  9.904119848E+000  1.485617977E+002 
 9.395000000E-003 -9.879634446E+000  2.087064599E+001  9.879604626E+000  1.481940694E+002 
 9.396000000E-003 -9.855179868E+000  2.109058700E+001  9.855150086E+000  1.478272513E+002 
 9.397000000E-003 -9.830785822E+000  2.131052801E+001  9.830756076E+000  1.474613411E+002 
 9.398000000E-003 -9.806452157E+000  2.153046901E+001  9.806422448E+000  1.470963367E+002 
 9.399000000E-003 -9.782178725E+000  2.175041001E+001  9.782149051E+000  1.467322358E+002 
 9.400000000E-003 -9.757965375E+000  2.197035101E+001  9.757935738E+000  1.463690361E+002 
 9.401000000E-003  1.196746443E+001  2.175524075E+001  9.787746636E+000  1.468161995E+002 
 9.402000000E-003  1.172250465E+001  2.153948484E+001  9.816950469E+000  1.472542570E+002 
 9.403000000E-003  1.147752432E+001  2.132325305E+001  9.845698956E+000  1.476854843E+002 
 9.404000000E-003  1.123252554E+001  2.110639563E+001  9.873840282E+000  1.481076042E+002 
 9.405000000E-003  1.098752169E+001  2.088892596E+001  9.901374417E+000  1.485206163E+002 
 9.406000000E-003  1.074252611E+001  2.067085737E+001  9.928301366E+000  1.489245205E+002 
 9.407000000E-003  1.049755213E+001  2.045220323E+001  9.954621166E+000  1.493193175E+002 
 9.408000000E-003  1.025261303E+001  2.023297688E+001  9.980333886E+000  1.497050083E+002 
 9.409000000E-003  1.000772205E+001  2.001319169E+001  1.000543963E+001  1.500815944E+002 
 9.410000000E-003  9.762892415E+000  1.979286099E+001  1.002993853E+001  1.504490780E+002 
 9.411000000E-003  9.518137295E+000  1.957199814E+001  1.005383076E+001  1.508074614E+002 
 9.412000000E-003  9.273469831E+000  1.935061647E+001  1.007711652E+001  1.511567478E+002 
 9.413000000E-003  9.028903127E+000  1.912872932E+001  1.009979604E+001  1.514969406E+002 
 9.414000000E-003  8.784450246E+000  1.890635002E+001  1.012186959E+001  1.518280438E+002 
 9.415000000E-003  8.540124215E+000  1.868349189E+001  1.014333746E+001  1.521500620E+002 
 9.416000000E-003  8.295938021E+000  1.846016826E+001  1.016419999E+001  1.524629999E+002 
 9.417000000E-003  8.051904613E+000  1.823639243E+001  1.018445754E+001  1.527668632E+002 
 9.418000000E-003  7.808036896E+000  1.801217771E+001  1.020411051E+001  1.530616576E+002 
 9.419000000E-003 -1.018694169E+001  1.815128579E+001  1.018691141E+001  1.528036712E+002 
 9.420000000E-003 -1.016174205E+001  1.837122684E+001  1.016171181E+001  1.524256772E+002 
 9.421000000E-003 -1.013658919E+001  1.859116789E+001  1.013655898E+001  1.520483848E+002 
 9.422000000E-003 -1.011149858E+001  1.881110894E+001  1.011146842E+001  1.516720263E+002 
 9.423000000E-003 -1.008647009E+001  1.903104998E+001  1.008643996E+001  1.512965993E+002 
 9.424000000E-003 -1.006150354E+001  1.925099102E+001  1.006147345E+001  1.509221017E+002 
 9.425000000E-003 -1.003659879E+001  1.947093206E+001  1.003656873E+001  1.505485310E+002 
 9.426000000E-003 -1.001175569E+001  1.969087309E+001  1.001172567E+001  1.501758850E+002 
 9.427000000E-003 -9.986974075E+000  1.991081412E+001  9.986944094E+000  1.498041614E+002 
 9.428000000E-003 -9.962253805E+000  2.013075515E+001  9.962223861E+000  1.494333579E+002 
 9.429000000E-003 -9.937594724E+000  2.035069617E+001  9.937564817E+000  1.490634723E+002 
 9.430000000E-003 -9.912996680E+000  2.057063719E+001  9.912966811E+000  1.486945022E+002 
 9.431000000E-003 -9.888459523E+000  2.079057821E+001  9.888429690E+000  1.483264454E+002 
 9.432000000E-003 -9.863983101E+000  2.101051922E+001  9.863953305E+000  1.479592996E+002 
 9.433000000E-003 -9.839567265E+000  2.123046023E+001  9.839537506E+000  1.475930626E+002 
 9.434000000E-003 -9.815211864E+000  2.145040123E+001  9.815182141E+000  1.472277321E+002 
 9.435000000E-003 -9.790916749E+000  2.167034223E+001  9.790887062E+000  1.468633059E+002 
 9.436000000E-003 -9.766681770E+000  2.189028323E+001  9.766652120E+000  1.464997818E+002 
 9.437000000E-003  1.205651715E+001  2.183343377E+001  9.776886961E+000  1.466533044E+002 
 9.438000000E-003  1.181157184E+001  2.161791307E+001  9.806311522E+000  1.470946728E+002 
 9.439000000E-003  1.156660233E+001  2.140191284E+001  9.835280759E+000  1.475292114E+002 
 9.440000000E-003  1.132160949E+001  2.118528214E+001  9.863642856E+000  1.479546428E+002 
 9.441000000E-003  1.107660671E+001  2.096803432E+001  9.891397770E+000  1.483709666E+002 
 9.442000000E-003  1.083160735E+001  2.075018273E+001  9.918545495E+000  1.487781824E+002 
 9.443000000E-003  1.058662476E+001  2.053174073E+001  9.945086056E+000  1.491762908E+002 
 9.444000000E-003  1.034167221E+001  2.031272167E+001  9.971019509E+000  1.495652926E+002 
 9.445000000E-003  1.009676297E+001  2.009313891E+001  9.996345947E+000  1.499451892E+002 
 9.446000000E-003  9.851910272E+000  1.987300580E+001  1.002106549E+001  1.503159824E+002 
 9.447000000E-003  9.607127300E+000  1.965233567E+001  1.004517830E+001  1.506776745E+002 
 9.448000000E-003  9.362427208E+000  1.943114188E+001  1.006868457E+001  1.510302685E+002 
 9.449000000E-003  9.117823113E+000  1.920943775E+001  1.009158450E+001  1.513737676E+002 
 9.450000000E-003  8.873328094E+000  1.898723664E+001  1.011387837E+001  1.517081756E+002 
 9.451000000E-003  8.628955191E+000  1.876455185E+001  1.013556645E+001  1.520334968E+002 
 9.452000000E-003  8.384717405E+000  1.854139671E+001  1.015664907E+001  1.523497361E+002 
 9.453000000E-003  8.140627699E+000  1.831778454E+001  1.017712658E+001  1.526568986E+002 
 9.454000000E-003  7.896698993E+000  1.809372864E+001  1.019699935E+001  1.529549902E+002 
 9.455000000E-003 -1.019605366E+001  1.807125475E+001  1.019602336E+001  1.529403504E+002 
 9.456000000E-003 -1.017083148E+001  1.829119581E+001  1.017080122E+001  1.525620183E+002 
 9.457000000E-003 -1.014565612E+001  1.851113686E+001  1.014562590E+001  1.521843885E+002 
 9.458000000E-003 -1.012054307E+001  1.873107791E+001  1.012051289E+001  1.518076933E+002 
 9.459000000E-003 -1.009549218E+001  1.895101895E+001  1.009546204E+001  1.514319306E+002 
 9.460000000E-003 -1.007050330E+001  1.917095999E+001  1.007047320E+001  1.510570979E+002 
 9.461000000E-003 -1.004557628E+001  1.939090103E+001  1.004554621E+001  1.506831931E+002 
 9.462000000E-003 -1.002071095E+001  1.961084206E+001  1.002068092E+001  1.503102138E+002 
 9.463000000E-003 -9.995907174E+000  1.983078310E+001  9.995877180E+000  1.499381577E+002 
 9.464000000E-003 -9.971164792E+000  2.005072412E+001  9.971134836E+000  1.495670225E+002 
 9.465000000E-003 -9.946483655E+000  2.027066515E+001  9.946453735E+000  1.491968060E+002 
 9.466000000E-003 -9.921863609E+000  2.049060617E+001  9.921833726E+000  1.488275059E+002 
 9.467000000E-003 -9.897304503E+000  2.071054718E+001  9.897274658E+000  1.484591199E+002 
 9.468000000E-003 -9.872806188E+000  2.093048820E+001  9.872776379E+000  1.480916457E+002 
 9.469000000E-003 -9.848368513E+000  2.115042921E+001  9.848338740E+000  1.477250811E+002 
 9.470000000E-003 -9.823991326E+000  2.137037021E+001  9.823961590E+000  1.473594239E+002 
 9.471000000E-003 -9.799674480E+000  2.159031122E+001  9.799644780E+000  1.469946717E+002 
 9.472000000E-003 -9.775417823E+000  2.181025221E+001  9.775388160E+000  1.466308224E+002 
 9.473000000E-003  1.214560143E+001  2.191166234E+001  9.766031263E+000  1.464904689E+002 
 9.474000000E-003  1.190067044E+001  2.169637676E+001  9.795676631E+000  1.469351495E+002 
 9.475000000E-003  1.165571157E+001  2.148060801E+001  9.824866695E+000  1.473730004E+002 
 9.476000000E-003  1.141072450E+001  2.126420392E+001  9.853449639E+000  1.478017446E+002 
 9.477000000E-003  1.116572263E+001  2.104717786E+001  9.881425410E+000  1.482213812E+002 
 9.478000000E-003  1.092071932E+001  2.082954318E+001  9.908793988E+000  1.486319098E+002 
 9.479000000E-003  1.067572793E+001  2.061131322E+001  9.935555385E+000  1.490333308E+002 
 9.480000000E-003  1.043076177E+001  2.039250136E+001  9.961709647E+000  1.494256447E+002 
 9.481000000E-003  1.018583409E+001  2.017312093E+001  9.987256854E+000  1.498088528E+002 
 9.482000000E-003  9.940958155E+000  1.995318529E+001  1.001219712E+001  1.501829568E+002 
 9.483000000E-003  9.696147153E+000  1.973270779E+001  1.003653058E+001  1.505479587E+002 
 9.484000000E-003  9.451414255E+000  1.951170177E+001  1.006025742E+001  1.509038613E+002 
 9.485000000E-003  9.206772590E+000  1.929018057E+001  1.008337785E+001  1.512506678E+002 
 9.486000000E-003  8.962235252E+000  1.906815752E+001  1.010589211E+001  1.515883817E+002 
 9.487000000E-003  8.717815294E+000  1.884564596E+001  1.012780048E+001  1.519170072E+002 
 9.488000000E-003  8.473525732E+000  1.862265921E+001  1.014910325E+001  1.522365488E+002 
 9.489000000E-003  8.229379543E+000  1.839921058E+001  1.016980078E+001  1.525470117E+002 
 9.490000000E-003  7.985389664E+000  1.817531338E+001  1.018989343E+001  1.528484015E+002 
 9.491000000E-003 -1.020533052E+001  1.799136942E+001  1.020530022E+001  1.530795032E+002 
 9.492000000E-003 -1.018008540E+001  1.821131047E+001  1.018005513E+001  1.527008269E+002 
 9.493000000E-003 -1.015488713E+001  1.843125153E+001  1.015485690E+001  1.523228535E+002 
 9.494000000E-003 -1.012975123E+001  1.865119258E+001  1.012972104E+001  1.519458156E+002 
 9.495000000E-003 -1.010467755E+001  1.887113362E+001  1.010464740E+001  1.515697110E+002 
 9.496000000E-003 -1.007966594E+001  1.909107467E+001  1.007963582E+001  1.511945373E+002 
 9.497000000E-003 -1.005471623E+001  1.931101570E+001  1.005468615E+001  1.508202923E+002 
 9.498000000E-003 -1.002982828E+001  1.953095674E+001  1.002979824E+001  1.504469736E+002 
 9.499000000E-003 -1.000500194E+001  1.975089777E+001  1.000497193E+001  1.500745790E+002 
 9.500000000E-003 -9.980237046E+000  1.997083880E+001  9.980207076E+000  1.497031061E+002 
 9.501000000E-003 -9.955533452E+000  2.019077983E+001  9.955503519E+000  1.493325528E+002 
 9.502000000E-003 -9.930891005E+000  2.041072085E+001  9.930861109E+000  1.489629166E+002 
 9.503000000E-003 -9.906309555E+000  2.063066187E+001  9.906279696E+000  1.485941954E+002 
 9.504000000E-003 -9.881788950E+000  2.085060288E+001  9.881759128E+000  1.482263869E+002 
 9.505000000E-003 -9.857329040E+000  2.107054389E+001  9.857299254E+000  1.478594888E+002 
 9.506000000E-003 -9.832929674E+000  2.129048490E+001  9.832899925E+000  1.474934989E+002 
 9.507000000E-003 -9.808590703E+000  2.151042590E+001  9.808560990E+000  1.471284149E+002 
 9.508000000E-003 -9.784311977E+000  2.173036690E+001  9.784282300E+000  1.467642345E+002 
 9.509000000E-003 -9.760093346E+000  2.195030790E+001  9.760063706E+000  1.464009556E+002 
 9.510000000E-003  1.198975214E+001  2.177476395E+001  9.784982125E+000  1.467747319E+002 
 9.511000000E-003  1.174479701E+001  2.155906793E+001  9.814241203E+000  1.472136180E+002 
 9.512000000E-003  1.149982041E+001  2.134289511E+001  9.843044942E+000  1.476456741E+002 
 9.513000000E-003  1.125482413E+001  2.112609547E+001  9.871241528E+000  1.480686229E+002 
 9.514000000E-003  1.100982156E+001  2.090868234E+001  9.898830928E+000  1.484824639E+002 
 9.515000000E-003  1.076482605E+001  2.069066908E+001  9.925813143E+000  1.488871971E+002 
 9.516000000E-003  1.051985092E+001  2.047206906E+001  9.952188207E+000  1.492828231E+002 
 9.517000000E-003  1.027490946E+001  2.025289562E+001  9.977956188E+000  1.496693428E+002 
 9.518000000E-003  1.003001492E+001  2.003316211E+001  1.000311718E+001  1.500467578E+002 
 9.519000000E-003  9.785180516E+000  1.981288189E+001  1.002767133E+001  1.504150700E+002 
 9.520000000E-003  9.540419424E+000  1.959206829E+001  1.005161879E+001  1.507742818E+002 
 9.521000000E-003  9.295744790E+000  1.937073466E+001  1.007495976E+001  1.511243964E+002 
 9.522000000E-003  9.051169720E+000  1.914889434E+001  1.009769448E+001  1.514654171E+002 
 9.523000000E-003  8.806707282E+000  1.892656066E+001  1.011982320E+001  1.517973479E+002 
 9.524000000E-003  8.562370506E+000  1.870374694E+001  1.014134622E+001  1.521201932E+002 
 9.525000000E-003  8.318172384E+000  1.848046649E+001  1.016226387E+001  1.524339580E+002 
 9.526000000E-003  8.074125865E+000  1.825673264E+001  1.018257650E+001  1.527386475E+002 
 9.527000000E-003  7.830243861E+000  1.803255868E+001  1.020228452E+001  1.530342678E+002 
 9.528000000E-003 -1.018915666E+001  1.813126106E+001  1.018912638E+001  1.528368957E+002 
 9.529000000E-003 -1.016395155E+001  1.835120211E+001  1.016392130E+001  1.524588195E+002 
 9.530000000E-003 -1.013879321E+001  1.857114317E+001  1.013876300E+001  1.520814451E+002 
 9.531000000E-003 -1.011369715E+001  1.879108421E+001  1.011366698E+001  1.517050047E+002 
 9.532000000E-003 -1.008866321E+001  1.901102526E+001  1.008863308E+001  1.513294962E+002 
 9.533000000E-003 -1.006369123E+001  1.923096630E+001  1.006366114E+001  1.509549171E+002 
 9.534000000E-003 -1.003878107E+001  1.945090734E+001  1.003875101E+001  1.505812652E+002 
 9.535000000E-003 -1.001393256E+001  1.967084837E+001  1.001390254E+001  1.502085382E+002 
 9.536000000E-003 -9.989145566E+000  1.989078940E+001  9.989115582E+000  1.498367337E+002 
 9.537000000E-003 -9.964419921E+000  2.011073043E+001  9.964389974E+000  1.494658496E+002 
 9.538000000E-003 -9.939755478E+000  2.033067145E+001  9.939725568E+000  1.490958835E+002 
 9.539000000E-003 -9.915152086E+000  2.055061247E+001  9.915122213E+000  1.487268332E+002 
 9.540000000E-003 -9.890609594E+000  2.077055348E+001  9.890579758E+000  1.483586964E+002 
 9.541000000E-003 -9.866127850E+000  2.099049450E+001  9.866098051E+000  1.479914708E+002 
 9.542000000E-003 -9.841706705E+000  2.121043550E+001  9.841676942E+000  1.476251541E+002 
 9.543000000E-003 -9.817346008E+000  2.143037651E+001  9.817316282E+000  1.472597442E+002 
 9.544000000E-003 -9.793045610E+000  2.165031751E+001  9.793015921E+000  1.468952388E+002 
 9.545000000E-003 -9.768805362E+000  2.187025851E+001  9.768775709E+000  1.465316356E+002 
 9.546000000E-003  1.207883088E+001  2.185297476E+001  9.774114219E+000  1.466117133E+002 
 9.547000000E-003  1.183389034E+001  2.163751413E+001  9.803594090E+000  1.470539113E+002 
 9.548000000E-003  1.158892467E+001  2.142157306E+001  9.832618643E+000  1.474892797E+002 
 9.549000000E-003  1.134393444E+001  2.120500030E+001  9.861036065E+000  1.479155410E+002 
 9.550000000E-003  1.109893306E+001  2.098780920E+001  9.888846310E+000  1.483326946E+002 
 9.551000000E-003  1.085393388E+001  2.077001312E+001  9.916049367E+000  1.487407405E+002 
 9.552000000E-003  1.060895024E+001  2.055162541E+001  9.942645258E+000  1.491396789E+002 
 9.553000000E-003  1.036399544E+001  2.033265943E+001  9.968634038E+000  1.495295106E+002 
 9.554000000E-003  1.011908274E+001  2.011312853E+001  9.994015795E+000  1.499102369E+002 
 9.555000000E-003  9.874225375E+000  1.989304605E+001  1.001879065E+001  1.502818598E+002 
 9.556000000E-003  9.629436531E+000  1.967242535E+001  1.004295876E+001  1.506443814E+002 
 9.557000000E-003  9.384729367E+000  1.945127977E+001  1.006652030E+001  1.509978045E+002 
 9.558000000E-003  9.140117004E+000  1.922962264E+001  1.008947550E+001  1.513421325E+002 
 9.559000000E-003  8.895612523E+000  1.900746730E+001  1.011182461E+001  1.516773691E+002 
 9.560000000E-003  8.651228968E+000  1.878482707E+001  1.013356791E+001  1.520035186E+002 
 9.561000000E-003  8.406979345E+000  1.856171529E+001  1.015470571E+001  1.523205857E+002 
 9.562000000E-003  8.162876618E+000  1.833814525E+001  1.017523837E+001  1.526285755E+002 
 9.563000000E-003  7.918933713E+000  1.811413027E+001  1.019516626E+001  1.529274940E+002 
 9.564000000E-003 -1.019830143E+001  1.805127916E+001  1.019827114E+001  1.529740670E+002 
 9.565000000E-003 -1.017307370E+001  1.827122022E+001  1.017304344E+001  1.525956515E+002 
 9.566000000E-003 -1.014789278E+001  1.849116127E+001  1.014786256E+001  1.522179384E+002 
 9.567000000E-003 -1.012277420E+001  1.871110232E+001  1.012274401E+001  1.518411602E+002 
 9.568000000E-003 -1.009771779E+001  1.893104337E+001  1.009768764E+001  1.514653146E+002 
 9.569000000E-003 -1.007272340E+001  1.915098441E+001  1.007269329E+001  1.510903994E+002 
 9.570000000E-003 -1.004779088E+001  1.937092545E+001  1.004776081E+001  1.507164121E+002 
 9.571000000E-003 -1.002292007E+001  1.959086648E+001  1.002289004E+001  1.503433506E+002 
 9.572000000E-003 -9.998110827E+000  1.981080751E+001  9.998080830E+000  1.499712125E+002 
 9.573000000E-003 -9.973362991E+000  2.003074854E+001  9.973333031E+000  1.495999955E+002 
 9.574000000E-003 -9.948676412E+000  2.025068956E+001  9.948646489E+000  1.492296973E+002 
 9.575000000E-003 -9.924050939E+000  2.047063058E+001  9.924021053E+000  1.488603158E+002 
 9.576000000E-003 -9.899486419E+000  2.069057160E+001  9.899456570E+000  1.484918486E+002 
 9.577000000E-003 -9.874982703E+000  2.091051261E+001  9.874952891E+000  1.481242934E+002 
 9.578000000E-003 -9.850539640E+000  2.113045362E+001  9.850509864E+000  1.477576480E+002 
 9.579000000E-003 -9.826157080E+000  2.135039463E+001  9.826127341E+000  1.473919101E+002 
 9.580000000E-003 -9.801834872E+000  2.157033563E+001  9.801805170E+000  1.470270775E+002 
 9.581000000E-003 -9.777572868E+000  2.179027663E+001  9.777543202E+000  1.466631480E+002 
 9.582000000E-003  1.216793597E+001  2.193125161E+001  9.763285995E+000  1.464492899E+002 
 9.583000000E-003  1.192300908E+001  2.171602549E+001  9.792986722E+000  1.468948008E+002 
 9.584000000E-003  1.167805340E+001  2.150031529E+001  9.822232153E+000  1.473334823E+002 
 9.585000000E-003  1.143306829E+001  2.128396854E+001  9.850870470E+000  1.477630570E+002 
 9.586000000E-003  1.118806716E+001  2.106699860E+001  9.878901617E+000  1.481835242E+002 
 9.587000000E-003  1.094306338E+001  2.084941881E+001  9.906325570E+000  1.485948836E+002 
