   Time             I(C0)             I(L0)             I(R0)             V0              
 8.500000000E-003  1.294967403E+001  2.125145000E+001  8.301739026E+000  1.694938387E+002 
 8.501000000E-003  1.259621263E+001  2.092262219E+001  8.326372560E+000  1.699967734E+002 
 8.502000000E-003  1.224247240E+001  2.059283360E+001  8.350324149E+000  1.704857850E+002 
 8.503000000E-003  1.188848082E+001  2.026211120E+001  8.373593282E+000  1.709608631E+002 
 8.504000000E-003  1.153426536E+001  1.993048200E+001  8.396179502E+000  1.714219984E+002 
 8.505000000E-003  1.117985344E+001  1.959797302E+001  8.418082402E+000  1.718691827E+002 
 8.506000000E-003  1.082527243E+001  1.926461129E+001  8.439301631E+000  1.723024086E+002 
 8.507000000E-003  1.047054970E+001  1.893042386E+001  8.459836888E+000  1.727216701E+002 
 8.508000000E-003  1.011571254E+001  1.859543777E+001  8.479687926E+000  1.731269621E+002 
 8.509000000E-003  9.760788204E+000  1.825968011E+001  8.498854552E+000  1.735182807E+002 
 8.510000000E-003  9.405803917E+000  1.792317793E+001  8.517336623E+000  1.738956230E+002 
 8.511000000E-003  9.050786841E+000  1.758595831E+001  8.535134050E+000  1.742589871E+002 
 8.512000000E-003  8.695764091E+000  1.724804835E+001  8.552246795E+000  1.746083724E+002 
 8.513000000E-003  8.340762733E+000  1.690947510E+001  8.568674875E+000  1.749437790E+002 
 8.514000000E-003  7.985809777E+000  1.657026566E+001  8.584418355E+000  1.752652084E+002 
 8.515000000E-003  7.630932177E+000  1.623044709E+001  8.599477356E+000  1.755726630E+002 
 8.516000000E-003  7.276156830E+000  1.589004646E+001  8.613852049E+000  1.758661463E+002 
 8.517000000E-003  6.921510574E+000  1.554909084E+001  8.627542657E+000  1.761456629E+002 
 8.518000000E-003  6.567020185E+000  1.520760728E+001  8.640549455E+000  1.764112183E+002 
 8.519000000E-003  6.212712375E+000  1.486562281E+001  8.652872768E+000  1.766628193E+002 
 8.520000000E-003  5.858613791E+000  1.452316445E+001  8.664512975E+000  1.769004735E+002 
 8.521000000E-003  5.504751013E+000  1.418025923E+001  8.675470506E+000  1.771241898E+002 
 8.522000000E-003  5.151150552E+000  1.383693412E+001  8.685745839E+000  1.773339778E+002 
 8.523000000E-003  4.797838846E+000  1.349321611E+001  8.695339508E+000  1.775298486E+002 
 8.524000000E-003  4.444842264E+000  1.314913213E+001  8.704252093E+000  1.777118139E+002 
 8.525000000E-003  4.092187096E+000  1.280470911E+001  8.712484229E+000  1.778798866E+002 
 8.526000000E-003  3.739899557E+000  1.245997396E+001  8.720036598E+000  1.780340808E+002 
 8.527000000E-003  3.388005784E+000  1.211495353E+001  8.726909935E+000  1.781744115E+002 
 8.528000000E-003  3.036531834E+000  1.176967469E+001  8.733105025E+000  1.783008945E+002 
 8.529000000E-003  2.685503680E+000  1.142416422E+001  8.738622702E+000  1.784135471E+002 
 8.530000000E-003  2.334947212E+000  1.107844891E+001  8.743463851E+000  1.785123873E+002 
 8.531000000E-003  1.984888234E+000  1.073255550E+001  8.747629407E+000  1.785974340E+002 
 8.532000000E-003  1.635352464E+000  1.038651068E+001  8.751120353E+000  1.786687075E+002 
 8.533000000E-003  1.286365528E+000  1.004034112E+001  8.753937724E+000  1.787262288E+002 
 8.534000000E-003 -8.743448056E+000  1.018320923E+001  8.743410205E+000  1.785112920E+002 
 8.535000000E-003 -8.726610016E+000  1.057064523E+001  8.726572199E+000  1.781675160E+002 
 8.536000000E-003 -8.709796304E+000  1.095808123E+001  8.709758522E+000  1.778242368E+002 
 8.537000000E-003 -8.693014988E+000  1.134551722E+001  8.692977240E+000  1.774816189E+002 
 8.538000000E-003 -8.676266004E+000  1.173295319E+001  8.676228290E+000  1.771396612E+002 
 8.539000000E-003 -8.659549291E+000  1.212038916E+001  8.659511611E+000  1.767983624E+002 
 8.540000000E-003 -8.642864786E+000  1.250782513E+001  8.642827141E+000  1.764577211E+002 
 8.541000000E-003 -8.626212428E+000  1.289526108E+001  8.626174816E+000  1.761177361E+002 
 8.542000000E-003 -8.609592154E+000  1.328269703E+001  8.609554576E+000  1.757784062E+002 
 8.543000000E-003 -8.593003902E+000  1.367013296E+001  8.592966358E+000  1.754397301E+002 
 8.544000000E-003 -8.576447612E+000  1.405756889E+001  8.576410102E+000  1.751017065E+002 
 8.545000000E-003 -8.559923220E+000  1.444500481E+001  8.559885744E+000  1.747643342E+002 
 8.546000000E-003 -8.543430667E+000  1.483244072E+001  8.543393224E+000  1.744276119E+002 
 8.547000000E-003 -8.526969890E+000  1.521987663E+001  8.526932481E+000  1.740915384E+002 
 8.548000000E-003 -8.510540828E+000  1.560731252E+001  8.510503453E+000  1.737561124E+002 
 8.549000000E-003 -8.494143421E+000  1.599474841E+001  8.494106079E+000  1.734213327E+002 
 8.550000000E-003 -8.477777606E+000  1.638218429E+001  8.477740298E+000  1.730871980E+002 
 8.551000000E-003 -8.461443324E+000  1.676962016E+001  8.461406049E+000  1.727537071E+002 
 8.552000000E-003 -8.445140514E+000  1.715705603E+001  8.445103272E+000  1.724208587E+002 
 8.553000000E-003 -8.428869114E+000  1.754449188E+001  8.428831905E+000  1.720886517E+002 
 8.554000000E-003 -8.412629065E+000  1.793192773E+001  8.412591889E+000  1.717570847E+002 
 8.555000000E-003 -8.396420306E+000  1.831936356E+001  8.396383163E+000  1.714261565E+002 
 8.556000000E-003 -8.380242776E+000  1.870679939E+001  8.380205667E+000  1.710958660E+002 
 8.557000000E-003 -8.364096416E+000  1.909423522E+001  8.364059340E+000  1.707662118E+002 
 8.558000000E-003 -8.347981166E+000  1.948167103E+001  8.347944122E+000  1.704371928E+002 
 8.559000000E-003 -8.331896965E+000  1.986910683E+001  8.331859954E+000  1.701088077E+002 
 8.560000000E-003 -8.315843753E+000  2.025654263E+001  8.315806775E+000  1.697810553E+002 
 8.561000000E-003 -8.299821472E+000  2.064397842E+001  8.299784527E+000  1.694539344E+002 
 8.562000000E-003 -8.283830061E+000  2.103141420E+001  8.283793148E+000  1.691274437E+002 
 8.563000000E-003 -8.267869461E+000  2.141884997E+001  8.267832581E+000  1.688015821E+002 
 8.564000000E-003 -8.251939613E+000  2.180628574E+001  8.251902765E+000  1.684763484E+002 
 8.565000000E-003  1.353762258E+001  2.179700263E+001  8.259343183E+000  1.686282569E+002 
 8.566000000E-003  1.318459996E+001  2.146957774E+001  8.284940873E+000  1.691508764E+002 
 8.567000000E-003  1.283134071E+001  2.114140535E+001  8.310027672E+000  1.696630653E+002 
 8.568000000E-003  1.247778431E+001  2.081225423E+001  8.334432900E+000  1.701613387E+002 
 8.569000000E-003  1.212395829E+001  2.048215136E+001  8.358156009E+000  1.706456855E+002 
 8.570000000E-003  1.176989012E+001  2.015112373E+001  8.381196506E+000  1.711160956E+002 
 8.571000000E-003  1.141560724E+001  1.981919835E+001  8.403553950E+000  1.715725601E+002 
 8.572000000E-003  1.106113708E+001  1.948640223E+001  8.425227953E+000  1.720150710E+002 
 8.573000000E-003  1.070650700E+001  1.915276242E+001  8.446218181E+000  1.724436215E+002 
 8.574000000E-003  1.035174433E+001  1.881830596E+001  8.466524352E+000  1.728582058E+002 
 8.575000000E-003  9.996876357E+000  1.848305992E+001  8.486146236E+000  1.732588193E+002 
 8.576000000E-003  9.641930334E+000  1.814705135E+001  8.505083657E+000  1.736454583E+002 
 8.577000000E-003  9.286933455E+000  1.781030734E+001  8.523336490E+000  1.740181203E+002 
 8.578000000E-003  8.931912869E+000  1.747285497E+001  8.540904663E+000  1.743768038E+002 
 8.579000000E-003  8.576895676E+000  1.713472130E+001  8.557788157E+000  1.747215085E+002 
 8.580000000E-003  8.221908920E+000  1.679593343E+001  8.573987004E+000  1.750522350E+002 
 8.581000000E-003  7.866979595E+000  1.645651842E+001  8.589501290E+000  1.753689849E+002 
 8.582000000E-003  7.512134636E+000  1.611650335E+001  8.604331150E+000  1.756717613E+002 
 8.583000000E-003  7.157400920E+000  1.577591529E+001  8.618476773E+000  1.759605677E+002 
 8.584000000E-003  6.802805264E+000  1.543478129E+001  8.631938401E+000  1.762354093E+002 
 8.585000000E-003  6.448374423E+000  1.509312839E+001  8.644716324E+000  1.764962919E+002 
 8.586000000E-003  6.094135087E+000  1.475098365E+001  8.656810887E+000  1.767432226E+002 
 8.587000000E-003  5.740113881E+000  1.440837406E+001  8.668222484E+000  1.769762093E+002 
 8.588000000E-003  5.386337362E+000  1.406532664E+001  8.678951562E+000  1.771952613E+002 
 8.589000000E-003  5.032832017E+000  1.372186837E+001  8.688998618E+000  1.774003887E+002 
 8.590000000E-003  4.679624260E+000  1.337802622E+001  8.698364201E+000  1.775916027E+002 
 8.591000000E-003  4.326740434E+000  1.303382712E+001  8.707048910E+000  1.777689155E+002 
 8.592000000E-003  3.974206805E+000  1.268929799E+001  8.715053394E+000  1.779323404E+002 
 8.593000000E-003  3.622049561E+000  1.234446572E+001  8.722378356E+000  1.780818917E+002 
 8.594000000E-003  3.270294813E+000  1.199935718E+001  8.729024545E+000  1.782175848E+002 
 8.595000000E-003  2.918968589E+000  1.165399918E+001  8.734992763E+000  1.783394359E+002 
 8.596000000E-003  2.568096835E+000  1.130841854E+001  8.740283862E+000  1.784474625E+002 
 8.597000000E-003  2.217705412E+000  1.096264201E+001  8.744898743E+000  1.785416830E+002 
 8.598000000E-003  1.867820096E+000  1.061669631E+001  8.748838357E+000  1.786221167E+002 
 8.599000000E-003  1.518466574E+000  1.027060815E+001  8.752103705E+000  1.786887843E+002 
 8.600000000E-003  1.169670441E+000  9.924404150E+000  8.754695837E+000  1.787417070E+002 
 8.601000000E-003 -8.737873937E+000  1.031184016E+001  8.737836098E+000  1.783974873E+002 
 8.602000000E-003 -8.721046633E+000  1.069927615E+001  8.721008827E+000  1.780539305E+002 
 8.603000000E-003 -8.704243640E+000  1.108671215E+001  8.704205869E+000  1.777108701E+002 
 8.604000000E-003 -8.687473022E+000  1.147414813E+001  8.687435285E+000  1.773684707E+002 
 8.605000000E-003 -8.670734716E+000  1.186158411E+001  8.670697013E+000  1.770267310E+002 
 8.606000000E-003 -8.654028660E+000  1.224902007E+001  8.653990991E+000  1.766856497E+002 
 8.607000000E-003 -8.637354792E+000  1.263645603E+001  8.637317157E+000  1.763452256E+002 
 8.608000000E-003 -8.620713050E+000  1.302389198E+001  8.620675449E+000  1.760054574E+002 
 8.609000000E-003 -8.604103371E+000  1.341132793E+001  8.604065805E+000  1.756663438E+002 
 8.610000000E-003 -8.587525695E+000  1.379876386E+001  8.587488162E+000  1.753278836E+002 
 8.611000000E-003 -8.570979960E+000  1.418619979E+001  8.570942461E+000  1.749900755E+002 
 8.612000000E-003 -8.554466103E+000  1.457363571E+001  8.554428638E+000  1.746529183E+002 
 8.613000000E-003 -8.537984064E+000  1.496107161E+001  8.537946632E+000  1.743164107E+002 
 8.614000000E-003 -8.521533781E+000  1.534850752E+001  8.521496383E+000  1.739805514E+002 
 8.615000000E-003 -8.505115193E+000  1.573594341E+001  8.505077828E+000  1.736453393E+002 
 8.616000000E-003 -8.488728239E+000  1.612337929E+001  8.488690908E+000  1.733107730E+002 
 8.617000000E-003 -8.472372858E+000  1.651081517E+001  8.472335561E+000  1.729768513E+002 
 8.618000000E-003 -8.456048990E+000  1.689825104E+001  8.456011725E+000  1.726435730E+002 
 8.619000000E-003 -8.439756572E+000  1.728568690E+001  8.439719341E+000  1.723109368E+002 
 8.620000000E-003 -8.423495546E+000  1.767312275E+001  8.423458348E+000  1.719789416E+002 
 8.621000000E-003 -8.407265850E+000  1.806055859E+001  8.407228685E+000  1.716475859E+002 
 8.622000000E-003 -8.391067424E+000  1.844799443E+001  8.391030293E+000  1.713168688E+002 
 8.623000000E-003 -8.374900208E+000  1.883543026E+001  8.374863110E+000  1.709867888E+002 
 8.624000000E-003 -8.358764142E+000  1.922286608E+001  8.358727076E+000  1.706573448E+002 
 8.625000000E-003 -8.342659165E+000  1.961030189E+001  8.342622132E+000  1.703285355E+002 
 8.626000000E-003 -8.326585218E+000  1.999773769E+001  8.326548218E+000  1.700003597E+002 
 8.627000000E-003 -8.310542241E+000  2.038517348E+001  8.310505274E+000  1.696728163E+002 
 8.628000000E-003 -8.294530174E+000  2.077260927E+001  8.294493240E+000  1.693459039E+002 
 8.629000000E-003 -8.278548958E+000  2.116004505E+001  8.278512056E+000  1.690196214E+002 
 8.630000000E-003 -8.262598534E+000  2.154748082E+001  8.262561664E+000  1.686939676E+002 
 8.631000000E-003 -8.246678841E+000  2.193491658E+001  8.246642004E+000  1.683689412E+002 
 8.632000000E-003  1.341942656E+001  2.168744766E+001  8.267984227E+000  1.688046782E+002 
 8.633000000E-003  1.306629705E+001  2.135968779E+001  8.293353811E+000  1.693226406E+002 
 8.634000000E-003  1.271293783E+001  2.103118717E+001  8.318212359E+000  1.698301693E+002 
 8.635000000E-003  1.235929068E+001  2.070171686E+001  8.342389151E+000  1.703237788E+002 
 8.636000000E-003  1.200538310E+001  2.037130384E+001  8.365883658E+000  1.708034583E+002 
 8.637000000E-003  1.165124257E+001  2.003997510E+001  8.388695404E+000  1.712691981E+002 
 8.638000000E-003  1.129689652E+001  1.970775766E+001  8.410823966E+000  1.717209896E+002 
 8.639000000E-003  1.094237235E+001  1.937467854E+001  8.432268976E+000  1.721588252E+002 
 8.640000000E-003  1.058769741E+001  1.904076478E+001  8.453030114E+000  1.725826984E+002 
 8.641000000E-003  1.023289902E+001  1.870604344E+001  8.473107118E+000  1.729926039E+002 
 8.642000000E-003  9.878004464E+000  1.837054158E+001  8.492499775E+000  1.733885374E+002 
 8.643000000E-003  9.523040960E+000  1.803428626E+001  8.511207926E+000  1.737704954E+002 
 8.644000000E-003  9.168035693E+000  1.769730457E+001  8.529231464E+000  1.741384760E+002 
 8.645000000E-003  8.813015796E+000  1.735962358E+001  8.546570335E+000  1.744924780E+002 
 8.646000000E-003  8.458008349E+000  1.702127037E+001  8.563224537E+000  1.748325012E+002 
 8.647000000E-003  8.103040382E+000  1.668227202E+001  8.579194119E+000  1.751585469E+002 
 8.648000000E-003  7.748138867E+000  1.634265560E+001  8.594479185E+000  1.754706170E+002 
 8.649000000E-003  7.393330720E+000  1.600244818E+001  8.609079888E+000  1.757687147E+002 
 8.650000000E-003  7.038642798E+000  1.566167684E+001  8.622996434E+000  1.760528441E+002 
 8.651000000E-003  6.684101897E+000  1.532036861E+001  8.636229080E+000  1.763230107E+002 
 8.652000000E-003  6.329734751E+000  1.497855054E+001  8.648778137E+000  1.765792206E+002 
 8.653000000E-003  5.975568029E+000  1.463624967E+001  8.660643965E+000  1.768214812E+002 
 8.654000000E-003  5.621628331E+000  1.429349301E+001  8.671826976E+000  1.770498010E+002 
 8.655000000E-003  5.267942192E+000  1.395030755E+001  8.682327633E+000  1.772641895E+002 
 8.656000000E-003  4.914536074E+000  1.360672027E+001  8.692146451E+000  1.774646570E+002 
 8.657000000E-003  4.561436369E+000  1.326275813E+001  8.701283996E+000  1.776512152E+002 
 8.658000000E-003  4.208669392E+000  1.291844806E+001  8.709740884E+000  1.778238767E+002 
 8.659000000E-003  3.856261383E+000  1.257381696E+001  8.717517781E+000  1.779826550E+002 
 8.660000000E-003  3.504238506E+000  1.222889172E+001  8.724615406E+000  1.781275648E+002 
 8.661000000E-003  3.152626843E+000  1.188369919E+001  8.731034526E+000  1.782586219E+002 
 8.662000000E-003  2.801452395E+000  1.153826619E+001  8.736775960E+000  1.783758428E+002 
 8.663000000E-003  2.450741079E+000  1.119261950E+001  8.741840575E+000  1.784792454E+002 
 8.664000000E-003  2.100518729E+000  1.084678587E+001  8.746229290E+000  1.785688483E+002 
 8.665000000E-003  1.750811089E+000  1.050079202E+001  8.749943072E+000  1.786446713E+002 
 8.666000000E-003  1.401643816E+000  1.015466462E+001  8.752982939E+000  1.787067353E+002 
 8.667000000E-003 -8.748973571E+000  1.005298708E+001  8.748935709E+000  1.786241044E+002 
 8.668000000E-003 -8.732124891E+000  1.044042309E+001  8.732087063E+000  1.782801112E+002 
 8.669000000E-003 -8.715300553E+000  1.082785909E+001  8.715262760E+000  1.779366150E+002 
 8.670000000E-003 -8.698508632E+000  1.121529507E+001  8.698470872E+000  1.775937806E+002 
 8.671000000E-003 -8.681749063E+000  1.160273106E+001  8.681711338E+000  1.772516068E+002 
 8.672000000E-003 -8.665021786E+000  1.199016703E+001  8.664984095E+000  1.769100922E+002 
 8.673000000E-003 -8.648326737E+000  1.237760299E+001  8.648289080E+000  1.765692357E+002 
 8.674000000E-003 -8.631663855E+000  1.276503895E+001  8.631626232E+000  1.762290359E+002 
 8.675000000E-003 -8.615033078E+000  1.315247490E+001  8.614995489E+000  1.758894915E+002 
 8.676000000E-003 -8.598434343E+000  1.353991084E+001  8.598396788E+000  1.755506014E+002 
 8.677000000E-003 -8.581867590E+000  1.392734677E+001  8.581830068E+000  1.752123642E+002 
 8.678000000E-003 -8.565332756E+000  1.431478269E+001  8.565295268E+000  1.748747787E+002 
 8.679000000E-003 -8.548829780E+000  1.470221861E+001  8.548792326E+000  1.745378436E+002 
 8.680000000E-003 -8.532358600E+000  1.508965452E+001  8.532321180E+000  1.742015577E+002 
 8.681000000E-003 -8.515919156E+000  1.547709041E+001  8.515881769E+000  1.738659197E+002 
 8.682000000E-003 -8.499511386E+000  1.586452630E+001  8.499474033E+000  1.735309284E+002 
 8.683000000E-003 -8.483135229E+000  1.625196219E+001  8.483097909E+000  1.731965826E+002 
 8.684000000E-003 -8.466790624E+000  1.663939806E+001  8.466753338E+000  1.728628809E+002 
 8.685000000E-003 -8.450477511E+000  1.702683393E+001  8.450440258E+000  1.725298222E+002 
 8.686000000E-003 -8.434195828E+000  1.741426978E+001  8.434158609E+000  1.721974052E+002 
 8.687000000E-003 -8.417945516E+000  1.780170563E+001  8.417908329E+000  1.718656287E+002 
 8.688000000E-003 -8.401726513E+000  1.818914147E+001  8.401689360E+000  1.715344914E+002 
 8.689000000E-003 -8.385538760E+000  1.857657731E+001  8.385501640E+000  1.712039921E+002 
 8.690000000E-003 -8.369382196E+000  1.896401313E+001  8.369345109E+000  1.708741296E+002 
 8.691000000E-003 -8.353256762E+000  1.935144895E+001  8.353219707E+000  1.705449026E+002 
 8.692000000E-003 -8.337162396E+000  1.973888475E+001  8.337125375E+000  1.702163100E+002 
 8.693000000E-003 -8.321099040E+000  2.012632055E+001  8.321062051E+000  1.698883505E+002 
 8.694000000E-003 -8.305066633E+000  2.051375635E+001  8.305029677E+000  1.695610228E+002 
 8.695000000E-003 -8.289065116E+000  2.090119213E+001  8.289028193E+000  1.692343259E+002 
 8.696000000E-003 -8.273094430E+000  2.128862790E+001  8.273057539E+000  1.689082584E+002 
 8.697000000E-003 -8.257154514E+000  2.167606367E+001  8.257117656E+000  1.685828191E+002 
 8.698000000E-003  1.365428075E+001  2.190496580E+001  8.250648207E+000  1.684507345E+002 
 8.699000000E-003  1.330137019E+001  2.157787813E+001  8.276471043E+000  1.689779507E+002 
 8.700000000E-003  1.294821617E+001  2.125003626E+001  8.301783145E+000  1.694947395E+002 
 8.701000000E-003  1.259475589E+001  2.092120676E+001  8.326413868E+000  1.699976167E+002 
 8.702000000E-003  1.224101689E+001  2.059141659E+001  8.350362648E+000  1.704865710E+002 
 8.703000000E-003  1.188702665E+001  2.026069272E+001  8.373628976E+000  1.709615919E+002 
 8.704000000E-003  1.153281264E+001  1.992906217E+001  8.396212393E+000  1.714226700E+002 
 8.705000000E-003  1.117840227E+001  1.959655194E+001  8.418112493E+000  1.718697970E+002 
 8.706000000E-003  1.082382293E+001  1.926318908E+001  8.439328924E+000  1.723029658E+002 
 8.707000000E-003  1.046910196E+001  1.892900062E+001  8.459861387E+000  1.727221703E+002 
 8.708000000E-003  1.011426667E+001  1.859401362E+001  8.479709636E+000  1.731274053E+002 
 8.709000000E-003  9.759344326E+000  1.825825515E+001  8.498873475E+000  1.735186671E+002 
 8.710000000E-003  9.404362128E+000  1.792175228E+001  8.517352763E+000  1.738959525E+002 
 8.711000000E-003  9.049347247E+000  1.758453208E+001  8.535147411E+000  1.742592599E+002 
 8.712000000E-003  8.694326799E+000  1.724662164E+001  8.552257383E+000  1.746085885E+002 
 8.713000000E-003  8.339327846E+000  1.690804803E+001  8.568682692E+000  1.749439386E+002 
 8.714000000E-003  7.984377400E+000  1.656883833E+001  8.584423408E+000  1.752653115E+002 
 8.715000000E-003  7.629502415E+000  1.622901962E+001  8.599479649E+000  1.755727098E+002 
 8.716000000E-003  7.274729786E+000  1.588861896E+001  8.613851588E+000  1.758661369E+002 
 8.717000000E-003  6.920086353E+000  1.554766341E+001  8.627539446E+000  1.761455973E+002 
 8.718000000E-003  6.565598888E+000  1.520618003E+001  8.640543500E+000  1.764110967E+002 
 8.719000000E-003  6.211294106E+000  1.486419585E+001  8.652864075E+000  1.766626418E+002 
 8.720000000E-003  5.857198653E+000  1.452173789E+001  8.664501550E+000  1.769002403E+002 
 8.721000000E-003  5.503339107E+000  1.417883317E+001  8.675456354E+000  1.771239009E+002 
 8.722000000E-003  5.149741978E+000  1.383550868E+001  8.685728968E+000  1.773336334E+002 
 8.723000000E-003  4.796433707E+000  1.349179138E+001  8.695319923E+000  1.775294487E+002 
 8.724000000E-003  4.443440659E+000  1.314770823E+001  8.704229802E+000  1.777113588E+002 
 8.725000000E-003  4.090789126E+000  1.280328615E+001  8.712459238E+000  1.778793764E+002 
 8.726000000E-003  3.738505321E+000  1.245855204E+001  8.720008915E+000  1.780335156E+002 
 8.727000000E-003  3.386615382E+000  1.211353276E+001  8.726879567E+000  1.781737914E+002 
 8.728000000E-003  3.035145363E+000  1.176825517E+001  8.733071979E+000  1.783002199E+002 
 8.729000000E-003  2.684121239E+000  1.142274606E+001  8.738586986E+000  1.784128179E+002 
 8.730000000E-003  2.333568898E+000  1.107703222E+001  8.743425473E+000  1.785116037E+002 
 8.731000000E-003  1.983514146E+000  1.073114038E+001  8.747588375E+000  1.785965963E+002 
 8.732000000E-003  1.633982696E+000  1.038509724E+001  8.751076675E+000  1.786678157E+002 
 8.733000000E-003  1.285000177E+000  1.003892946E+001  8.753891409E+000  1.787252832E+002 
 8.734000000E-003 -8.743400925E+000  1.018179819E+001  8.743363074E+000  1.785103297E+002 
 8.735000000E-003 -8.726562976E+000  1.056923420E+001  8.726525159E+000  1.781665556E+002 
 8.736000000E-003 -8.709749355E+000  1.095667019E+001  8.709711572E+000  1.778232782E+002 
 8.737000000E-003 -8.692968129E+000  1.134410618E+001  8.692930380E+000  1.774806622E+002 
 8.738000000E-003 -8.676219235E+000  1.173154216E+001  8.676181521E+000  1.771387063E+002 
 8.739000000E-003 -8.659502612E+000  1.211897813E+001  8.659464932E+000  1.767974093E+002 
 8.740000000E-003 -8.642818197E+000  1.250641409E+001  8.642780552E+000  1.764567699E+002 
 8.741000000E-003 -8.626165929E+000  1.289385004E+001  8.626128317E+000  1.761167868E+002 
 8.742000000E-003 -8.609545744E+000  1.328128599E+001  8.609508166E+000  1.757774587E+002 
 8.743000000E-003 -8.592957582E+000  1.366872192E+001  8.592920038E+000  1.754387844E+002 
 8.744000000E-003 -8.576401381E+000  1.405615785E+001  8.576363871E+000  1.751007626E+002 
 8.745000000E-003 -8.559877079E+000  1.444359377E+001  8.559839602E+000  1.747633922E+002 
 8.746000000E-003 -8.543384614E+000  1.483102969E+001  8.543347171E+000  1.744266717E+002 
 8.747000000E-003 -8.526923926E+000  1.521846559E+001  8.526886517E+000  1.740906000E+002 
 8.748000000E-003 -8.510494953E+000  1.560590149E+001  8.510457577E+000  1.737551758E+002 
 8.749000000E-003 -8.494097633E+000  1.599333737E+001  8.494060291E+000  1.734203979E+002 
 8.750000000E-003 -8.477731907E+000  1.638077325E+001  8.477694599E+000  1.730862650E+002 
 8.751000000E-003 -8.461397713E+000  1.676820912E+001  8.461360438E+000  1.727527759E+002 
 8.752000000E-003 -8.445094991E+000  1.715564499E+001  8.445057749E+000  1.724199293E+002 
 8.753000000E-003 -8.428823679E+000  1.754308084E+001  8.428786470E+000  1.720877240E+002 
 8.754000000E-003 -8.412583717E+000  1.793051669E+001  8.412546541E+000  1.717561588E+002 
 8.755000000E-003 -8.396375045E+000  1.831795253E+001  8.396337903E+000  1.714252325E+002 
 8.756000000E-003 -8.380197603E+000  1.870538836E+001  8.380160493E+000  1.710949437E+002 
 8.757000000E-003 -8.364051330E+000  1.909282418E+001  8.364014253E+000  1.707652913E+002 
 8.758000000E-003 -8.347936166E+000  1.948025999E+001  8.347899123E+000  1.704362740E+002 
 8.759000000E-003 -8.331852052E+000  1.986769580E+001  8.331815041E+000  1.701078907E+002 
 8.760000000E-003 -8.315798927E+000  2.025513159E+001  8.315761949E+000  1.697801401E+002 
 8.761000000E-003 -8.299776732E+000  2.064256738E+001  8.299739787E+000  1.694530209E+002 
 8.762000000E-003 -8.283785407E+000  2.103000316E+001  8.283748495E+000  1.691265320E+002 
 8.763000000E-003 -8.267824894E+000  2.141743893E+001  8.267788014E+000  1.688006722E+002 
 8.764000000E-003 -8.251895131E+000  2.180487470E+001  8.251858284E+000  1.684754402E+002 
 8.765000000E-003  1.353625846E+001  2.179559260E+001  8.259297278E+000  1.686273197E+002 
 8.766000000E-003  1.318324035E+001  2.146816961E+001  8.284892343E+000  1.691498856E+002 
 8.767000000E-003  1.282998569E+001  2.113999918E+001  8.309976525E+000  1.696620210E+002 
 8.768000000E-003  1.247643398E+001  2.081085014E+001  8.334379144E+000  1.701602411E+002 
 8.769000000E-003  1.212261273E+001  2.048074945E+001  8.358099654E+000  1.706445349E+002 
 8.770000000E-003  1.176854943E+001  2.014972410E+001  8.381137560E+000  1.711148921E+002 
 8.771000000E-003  1.141427152E+001  1.981780110E+001  8.403492423E+000  1.715713039E+002 
 8.772000000E-003  1.105980641E+001  1.948500747E+001  8.425163855E+000  1.720137623E+002 
 8.773000000E-003  1.070518148E+001  1.915137024E+001  8.446151522E+000  1.724422605E+002 
 8.774000000E-003  1.035042404E+001  1.881691647E+001  8.466455142E+000  1.728567928E+002 
 8.775000000E-003  9.995561403E+000  1.848167321E+001  8.486074485E+000  1.732573543E+002 
 8.776000000E-003  9.640620799E+000  1.814566754E+001  8.505009375E+000  1.736439417E+002 
 8.777000000E-003  9.285629428E+000  1.780892652E+001  8.523259687E+000  1.740165522E+002 
 8.778000000E-003  8.930614439E+000  1.747147723E+001  8.540825351E+000  1.743751845E+002 
 8.779000000E-003  8.575602931E+000  1.713334675E+001  8.557706346E+000  1.747198382E+002 
 8.780000000E-003  8.220621948E+000  1.679456216E+001  8.573902706E+000  1.750505139E+002 
 8.781000000E-003  7.865698482E+000  1.645515053E+001  8.589414515E+000  1.753672133E+002 
 8.782000000E-003  7.510859469E+000  1.611513894E+001  8.604241910E+000  1.756699393E+002 
 8.783000000E-003  7.156131784E+000  1.577455446E+001  8.618385080E+000  1.759586957E+002 
 8.784000000E-003  6.801542245E+000  1.543342413E+001  8.631844266E+000  1.762334874E+002 
 8.785000000E-003  6.447117604E+000  1.509177501E+001  8.644619759E+000  1.764943204E+002 
 8.786000000E-003  6.092884553E+000  1.474963413E+001  8.656711904E+000  1.767412017E+002 
 8.787000000E-003  5.738869716E+000  1.440702851E+001  8.668121096E+000  1.769741393E+002 
 8.788000000E-003  5.385099647E+000  1.406398515E+001  8.678847781E+000  1.771931425E+002 
 8.789000000E-003  5.031600834E+000  1.372053103E+001  8.688892456E+000  1.773982213E+002 
 8.790000000E-003  4.678399691E+000  1.337669312E+001  8.698255671E+000  1.775893869E+002 
 8.791000000E-003  4.325522560E+000  1.303249836E+001  8.706938024E+000  1.777666516E+002 
 8.792000000E-003  3.972995704E+000  1.268797366E+001  8.714940167E+000  1.779300287E+002 
 8.793000000E-003  3.620845314E+000  1.234314592E+001  8.722262799E+000  1.780795324E+002 
